,country,year,co2_e,coal_c,elec_g,elec_c,hydro_g,nuclear_g,gas_g,oil_c,oil_g
2042,Greece,1998,9.0,0.807,4220,4180,0.0294,0,0.0,1.81,0.0
2043,"Hong Kong, China",1998,6.07,0.681,4900,5330,0,0,0.0,1.39,0.0
2044,Croatia,1998,4.3,0.0518,2550,2630,0.102,0,0.0,1.0,0.0
2045,Hungary,1998,5.97,0.387,3620,3220,0.0013,0.117,0.0,0.723,0.0
2046,Indonesia,1998,1.05,0.0416,373,328,0.004,0,0.274,0.226,0.361
2047,India,1998,0.916,0.153,495,385,0.00701,0.00101,0.0199,0.0905,0.034
2048,Ireland,1998,11.0,0.774,5740,5200,0.0213,0,0.0,2.0,0.0
2049,Iran,1998,4.79,0.0202,1600,1390,0.00959,0,0.598,1.02,2.98
2050,Iraq,1998,3.26,0,1210,1260,0.00228,0,0.109,1.04,4.71
2051,Iceland,1998,9.58,0.212,22.8k,21.3k,1.75,0,0.0,2.85,0.0
2052,Israel,1998,9.84,1.03,6660,5820,0.00037,0,0.0,2.18,0.0
2053,Italy,1998,8.11,0.207,4580,4960,0.0623,0,0.276,1.67,0.0991
2054,Japan,1998,9.49,0.666,8340,8000,0.0635,0.228,0.0,2.02,0.0
2055,Kazakhstan,1998,8.9,1.36,3280,2950,0.0346,0,0.288,0.56,1.71
2056,South Korea,1998,7.8,0.773,5090,4440,0.00809,0.17,0.0,2.01,0.0
2057,Kuwait,1998,28.2,0,16.4k,14.7k,0,0,4.23,5.74,60.1
2058,Sri Lanka,1998,0.417,10µ,306,249,0.0182,0,0.0,0.141,0.0
2059,Lithuania,1998,4.47,0.0447,4960,2830,0.0101,0.328,0.0,1.06,0.0
2060,Luxembourg,1998,18.1,0.231,3040,15.5k,0.0232,0,0.0,4.65,0.0
2061,Latvia,1998,3.41,0.0679,2390,2130,0.153,0,0.0,0.686,0.0
2062,Morocco,1998,1.11,0.0845,461,485,0.00544,0,0.0,0.24,0.0
2063,Mexico,1998,4.05,0.0612,1880,1670,0.0218,0.00821,0.295,0.88,1.81
2064,North Macedonia,1998,6.27,0.831,3500,3080,0.0467,0,0.0,0.464,0.0
2065,Malaysia,1998,5.17,0.0782,2900,2560,0.0187,0,1.6,0.918,1.54
2066,Netherlands,1998,11.2,0.542,5840,6260,0.00061,0.0209,3.7,2.5,0.0
2067,Norway,1998,9.5,0.233,26.3k,25.4k,2.24,0,8.48,2.18,33.6
2068,New Zealand,1998,7.91,0.301,9940,9130,0.575,0,0.0,1.6,0.0
2069,Oman,1998,7.24,20µ,3640,3030,0,0,1.86,1.03,19.9
2070,Pakistan,1998,0.718,0.0155,492,313,0.014,0.00018,0.0948,0.13,0.0
2071,Peru,1998,1.08,0.0174,724,627,0.0473,0,0.0132,0.292,0.235
2072,Philippines,1998,0.915,0.033,557,480,0.00588,0,0.0,0.255,0.0
2073,Poland,1998,8.79,1.64,3700,3210,0.00517,0,0.0842,0.54,0.0
2074,Portugal,1998,5.85,0.349,3820,3550,0.109,0,0.0,1.53,0.0
2075,Qatar,1998,58.6,0,14.8k,13.1k,0,0,25.3,3.65,60.8
2076,Romania,1998,4.79,0.36,2380,2110,0.0726,0.0204,0.496,0.533,0.292
2077,Russia,1998,9.9,0.686,5610,4850,0.0922,0.0613,3.16,0.835,2.07
2078,Saudi Arabia,1998,10.5,0,6380,5290,0,0,1.93,3.41,22.5
2079,Singapore,1998,12.5,0,7350,6970,0,0,0.0,8.9,0.0
2080,Slovak Republic,1998,8.16,0.849,4820,4680,0.068,0.181,0.0,0.702,0.0
2081,Slovenia,1998,8.04,0.719,6900,5570,0.15,0.219,0.0,1.23,0.0
2082,Sweden,1998,6.62,0.299,17.9k,15.5k,0.729,0.715,0.0,2.19,0.0
2083,Thailand,1998,2.59,0.117,1450,1360,0.00722,0,0.254,0.56,0.0725
2084,Turkmenistan,1998,7.26,0,2130,1550,0.00012,0,2.34,0.868,1.44
2085,Trinidad and Tobago,1998,15.1,0,4100,3590,0,0,6.16,0.777,5.07
2086,Turkey,1998,3.46,0.352,1810,1500,0.0588,0,0.0,0.486,0.0
2087,Ukraine,1998,6.61,0.771,3470,2840,0.0271,0.13,0.274,0.289,0.0
2088,USA,1998,20.9,1.88,14k,13.2k,0.0922,0.223,1.62,3.08,1.34
2089,Uzbekistan,1998,4.95,0.0345,1910,1780,0.0205,0,1.77,0.287,0.34
2090,Venezuela,1998,7.17,0.00154,3470,2650,0.213,0,1.33,0.949,7.63
2091,Vietnam,1998,0.596,0.061,278,236,0.0124,0,0.00956,0.0892,0.16
2092,South Africa,1998,8.64,1.64,4700,4390,0.00315,0.0269,0.0,0.488,0.0
2093,UAE,1999,26.2,0.0,12.5k,11.7k,0,0,10.9,6.71,37.8
2094,Argentina,1999,4.02,0.0233,2210,2020,0.0503,0.0167,0.793,0.551,1.14
2095,Australia,1999,18.3,2.69,11k,10.1k,0.0735,0,1.41,2.07,1.46
2096,Austria,1999,8.17,0.401,7500,6970,0.438,0,0.0,1.51,0.0
2097,Azerbaijan,1999,3.55,0.0,2260,2020,0.0161,0,0.583,0.711,1.72
2098,Belgium,1999,12.2,0.672,8240,7940,0.00289,0.415,0.0,2.96,0.0
2099,Bangladesh,1999,0.2,0.00037,115,96,0.00056,0,0.0576,0.0269,0.0
2100,Bulgaria,1999,5.74,0.845,4740,3610,0.0293,0.169,0.0,0.542,0.0
2101,Belarus,1999,5.75,0.101,2670,3010,0.00016,0,0.0,0.804,0.0
2102,Brazil,1999,1.84,0.0708,1940,1820,0.146,0.00199,0.0382,0.504,0.345
2103,Canada,1999,18.1,0.954,19.1k,16.7k,0.979,0.208,4.84,2.97,3.99
2104,Switzerland,1999,6.25,0.0133,9640,7650,0.482,0.311,0.0,1.77,0.0
2105,Chile,1999,4.02,0.274,2530,2390,0.0767,0,0.0,0.797,0.0
2106,China,1999,2.54,0.543,967,914,0.0139,0.00102,0.017,0.163,0.125
2107,Colombia,1999,1.41,0.0645,1230,837,0.0742,0,0.126,0.284,1.12
2108,Cyprus,1999,7.43,0.0259,3390,3160,0,0,0.0,2.65,0.0
2109,Czech Republic,1999,11.3,1.8,6280,5490,0.0141,0.112,0.0,0.791,0.0
2110,Germany,1999,11.0,1.01,6840,6510,0.0205,0.177,0.197,1.63,0.0
2111,Denmark,1999,11.0,0.889,7310,6510,0.0005,0,1.31,2.0,2.74
2112,Algeria,1999,3.0,0.0192,808,659,0.00058,0,2.53,0.265,1.91
2113,Ecuador,1999,1.72,0.0,828,636,0.0508,0,0.0,0.581,1.63
2114,Egypt,1999,1.85,0.0107,974,910,0.019,0,0.206,0.412,0.613
2115,Spain,1999,7.4,0.485,5150,4820,0.0492,0.127,0.0,1.71,0.0
2116,Estonia,1999,11.2,1.91,5890,4460,0.00025,0,0.0,0.883,0.0
2117,Finland,1999,11.4,1.02,13.4k,15.1k,0.213,0.383,0.0,2.11,0.0
2118,France,1999,7.19,0.248,8960,7150,0.106,0.577,0.0,1.64,0.0
2119,UK,1999,9.55,0.584,6270,6010,0.00782,0.139,1.52,1.36,2.33
2120,Greece,1999,8.89,0.772,4500,4320,0.0361,0,0.0,1.76,0.0
2121,"Hong Kong, China",1999,6.53,0.572,4520,5270,0,0,0.0,1.45,0.0
2122,Croatia,1999,4.52,0.0463,2910,2780,0.125,0,0.0,0.995,0.0
2123,Hungary,1999,6.04,0.404,3690,3320,0.00152,0.118,0.0,0.697,0.0
2124,Indonesia,1999,1.17,0.0565,403,353,0.00384,0,0.293,0.233,0.329
2125,India,1999,0.96,0.149,527,391,0.00671,0.0011,0.02,0.097,0.0333
2126,Ireland,1999,11.4,0.658,5900,5430,0.0194,0,0.0,2.24,0.0
2127,Iran,1999,5.86,0.0189,1700,1470,0.00661,0,0.703,1.01,2.75
2128,Iraq,1999,3.15,0.0,1080,1220,0.00225,0,0.114,0.718,5.63
2129,Iceland,1999,10.2,0.246,25.9k,24.5k,1.87,0,0.0,2.81,0.0
2130,Israel,1999,9.41,0.985,6730,5970,0.00048,0,0.0,2.27,0.0
2131,Italy,1999,8.2,0.207,4690,5080,0.0686,0,0.254,1.67,0.0885
2132,Japan,1999,9.76,0.7,8480,8150,0.0592,0.217,0.0,2.05,0.0
2133,Kazakhstan,1999,7.2,1.27,3150,2840,0.035,0,0.387,0.467,2.01
2134,South Korea,1999,8.48,0.812,5580,4880,0.00782,0.194,0.0,2.14,0.0
2135,Kuwait,1999,27.6,0.0,16.2k,15k,0,0,3.64,6.02,52.5
2136,Sri Lanka,1999,0.457,0.0,337,263,0.0193,0,0.0,0.153,0.0
2137,Lithuania,1999,3.8,0.0384,3840,2700,0.0101,0.241,0.0,0.874,0.0
2138,Luxembourg,1999,18.9,0.23,2370,15k,0.017,0,0.0,4.91,0.0
2139,Latvia,1999,3.2,0.053,1710,2070,0.0987,0,0.0,0.644,0.0
2140,Morocco,1999,1.14,0.0798,453,458,0.00249,0,0.0,0.262,0.0
2141,Mexico,1999,4.01,0.0613,1950,1710,0.0286,0.00873,0.302,0.859,1.7
2142,North Macedonia,1999,5.79,0.721,3390,2870,0.0597,0,0.0,0.461,0.0
2143,Malaysia,1999,4.78,0.0856,3010,2680,0.0283,0,1.6,0.986,1.43
2144,Netherlands,1999,10.8,0.472,5530,6350,0.00049,0.0209,3.42,2.54,0.0
2145,Norway,1999,9.61,0.217,27.4k,25.1k,2.34,0,9.25,2.14,33.5
2146,New Zealand,1999,8.25,0.306,9900,9140,0.516,0,0.0,1.6,0.0
2147,Oman,1999,9.12,0.0,3730,3010,0,0,1.96,1.32,19.8
2148,Pakistan,1999,0.718,0.0151,471,322,0.0117,0.00024,0.105,0.131,0.0
2149,Peru,1999,1.12,0.0155,730,638,0.0491,0,0.013,0.295,0.211
2150,Philippines,1999,0.894,0.0379,543,468,0.00891,0,0.0,0.236,0.0
2151,Poland,1999,8.53,1.57,3690,3170,0.00483,0,0.0804,0.564,0.0
2152,Portugal,1999,6.57,0.361,4220,3800,0.0609,0,0.0,1.58,0.0
2153,Qatar,1999,54.9,0.0,15.7k,13k,0,0,32.2,3.45,60.1
2154,Romania,1999,4.07,0.315,2270,1940,0.0706,0.0201,0.502,0.425,0.286
2155,Russia,1999,10.1,0.694,5760,5000,0.0937,0.0712,3.19,0.855,2.07
2156,Saudi Arabia,1999,11.2,0.0,6490,5390,0,0,1.87,3.46,20.2
2157,Singapore,1999,12.6,0.0,7460,7190,0,0,0.0,8.59,0.0
2158,Slovak Republic,1999,8.0,0.844,5260,5030,0.0712,0.209,0.0,0.636,0.0
2159,Slovenia,1999,7.72,0.657,6670,5680,0.162,0.204,0.0,1.24,0.0
2160,Sweden,1999,6.3,0.286,17.5k,15.5k,0.696,0.711,0.0,2.1,0.0
2161,Thailand,1999,2.67,0.123,1450,1360,0.00487,0,0.275,0.589,0.078
2162,Turkmenistan,1999,8.43,0.0,1980,1400,0.0001,0,3.96,0.938,1.58
2163,Trinidad and Tobago,1999,17.8,0.0,4150,3630,0,0,7.76,1.4,5.26
2164,Turkey,1999,3.34,0.322,1870,1530,0.0476,0,0.0,0.475,0.0
2165,Ukraine,1999,6.06,0.77,3490,2790,0.0249,0.126,0.279,0.26,0.0
2166,USA,1999,20.9,1.86,14.1k,13.3k,0.0856,0.238,1.57,3.12,1.27
2167,Uzbekistan,1999,5.01,0.034,1860,1750,0.02,0,1.77,0.291,0.332
2168,Venezuela,1999,7.27,0.00154,3390,2580,0.218,0,1.1,1.0,6.7
2169,Vietnam,1999,0.591,0.0451,298,256,0.0152,0,0.0137,0.0968,0.193
2170,South Africa,1999,8.46,1.69,4580,4280,0.00141,0.025,0.0,0.488,0.0
2171,UAE,2000,35.7,0,12.7k,11.8k,0,0,10.3,6.27,38.8
2172,Argentina,2000,3.85,0.0175,2410,2080,0.067,0.0144,0.848,0.551,1.12
2173,Australia,2000,18.5,2.68,11.4k,10.3k,0.0734,0,1.41,2.03,1.95
2174,Austria,2000,8.22,0.453,7660,7080,0.449,0,0.0,1.47,0.0
2175,Azerbaijan,2000,3.64,0,2300,2040,0.0163,0,0.545,0.779,1.73
2176,Belgium,2000,12.3,0.742,8170,8250,0.00389,0.407,0.0,3.03,0.0
2177,Bangladesh,2000,0.208,0.00258,124,103,0.00063,0,0.061,0.026,0.0
2178,Bulgaria,2000,5.66,0.787,5120,3670,0.0287,0.195,0.0,0.529,0.0
2179,Belarus,2000,5.62,0.101,2640,3000,0.00023,0,0.0,0.797,0.0
2180,Brazil,2000,1.86,0.0744,2000,1890,0.15,0.00298,0.0379,0.491,0.384
2181,Canada,2000,18.7,1,19.7k,17k,1,0.204,4.96,2.95,4.33
2182,Switzerland,2000,6.11,0.0193,9420,7850,0.442,0.317,0.0,1.71,0.0
2183,Chile,2000,3.79,0.209,2690,2500,0.103,0,0.0,0.77,0.0
2184,China,2000,2.6,0.547,1050,993,0.0151,0.00113,0.0183,0.174,0.126
2185,Colombia,2000,1.42,0.0682,1180,855,0.0694,0,0.124,0.274,0.916
2186,Cyprus,2000,7.56,0.0382,3570,3360,0,0,0.0,2.71,0.0
2187,Czech Republic,2000,12.4,2.06,7140,5700,0.0148,0.114,0.0,0.765,0.0
2188,Germany,2000,11.1,1.05,7080,6640,0.0227,0.177,0.187,1.59,0.0
2189,Denmark,2000,10.2,0.743,6750,6480,0.00048,0,1.37,1.94,3.32
2190,Algeria,2000,2.82,0.0156,819,689,0.00015,0,2.55,0.273,2.15
2191,Ecuador,2000,1.62,0,837,638,0.053,0,0.0,0.513,1.7
2192,Egypt,2000,2.04,0.0126,1070,942,0.0174,0,0.252,0.395,0.565
2193,Spain,2000,7.62,0.513,5500,5170,0.0631,0.133,0.0,1.71,0.0
2194,Estonia,2000,11.0,2.02,6080,4540,0.00031,0,0.0,0.791,0.0
2195,Finland,2000,11.0,0.967,13.6k,15.3k,0.244,0.374,0.0,2.11,0.0
2196,France,2000,7.06,0.24,9150,7220,0.0978,0.605,0.0,1.6,0.0
2197,UK,2000,9.63,0.623,6400,6110,0.00743,0.124,1.66,1.34,2.14
2198,Greece,2000,9.3,0.814,4860,4590,0.0289,0,0.0,1.83,0.0
2199,"Hong Kong, China",2000,6.1,0.657,4740,5450,0,0,0.0,1.5,0.0
2200,Croatia,2000,4.45,0.0975,2550,2830,0.112,0,0.0,0.889,0.0
2201,Hungary,2000,5.73,0.379,3440,3310,0.0015,0.119,0.0,0.67,0.0
2202,Indonesia,2000,1.26,0.0622,441,386,0.00404,0,0.287,0.259,0.34
2203,India,2000,0.975,0.156,541,393,0.00607,0.00138,0.0206,0.1,0.0323
2204,Ireland,2000,12.0,0.691,6340,5800,0.0191,0,0.0,2.19,0.0
2205,Iran,2000,5.63,0.0199,1820,1550,0.0048,0,0.738,1.03,2.92
2206,Iraq,2000,3.05,0,1160,1180,0.0022,0,0.11,0.93,5.48
2207,Iceland,2000,10.5,0.337,27.4k,26.2k,1.94,0,0.0,2.84,0.0
2208,Israel,2000,10.0,1.05,7220,6320,0.00044,0,0.0,2.27,0.0
2209,Italy,2000,8.3,0.221,4880,5300,0.0667,0,0.242,1.65,0.0809
2210,Japan,2000,9.93,0.749,8620,8300,0.0597,0.22,0.0,2.02,0.0
2211,Kazakhstan,2000,8.95,1.2,3460,3170,0.0433,0,0.488,0.515,2.37
2212,South Korea,2000,9.41,0.906,6130,5910,0.0075,0.204,0.0,2.19,0.0
2213,Kuwait,2000,26.1,10µ,15.8k,14.9k,0,0,3.83,5.77,53.7
2214,Sri Lanka,2000,0.54,20µ,371,295,0.0147,0,0.0,0.181,0.0
2215,Lithuania,2000,3.37,0.0264,3260,2520,0.00835,0.207,0.0,0.677,0.0
2216,Luxembourg,2000,20.0,0.252,2670,15.7k,0.0245,0,0.0,5.22,0.0
2217,Latvia,2000,2.97,0.0552,1730,2080,0.102,0,0.0,0.531,0.0
2218,Morocco,2000,1.17,0.0932,447,494,0.00214,0,0.0,0.241,0.0
2219,Mexico,2000,4.01,0.0662,2060,1820,0.0285,0.00707,0.29,0.887,1.72
2220,North Macedonia,2000,5.93,0.657,3350,2910,0.0501,0,0.0,0.473,0.0
2221,Malaysia,2000,5.46,0.107,3010,2780,0.0256,0,1.84,0.966,1.45
2222,Netherlands,2000,10.8,0.487,5660,6510,0.00077,0.0213,3.31,2.56,0.0
2223,Norway,2000,9.46,0.221,31.8k,25k,2.71,0,9.44,1.97,35.5
2224,New Zealand,2000,8.38,0.287,10.2k,9380,0.544,0,0.0,1.62,0.0
2225,Oman,2000,9.5,0.00011,4020,3100,0,0,3.91,1.4,20.7
2226,Pakistan,2000,0.741,0.0143,448,334,0.0102,0.00119,0.108,0.132,0.0
2227,Peru,2000,1.14,0.0238,753,661,0.0537,0,0.0108,0.283,0.195
2228,Philippines,2000,0.928,0.0515,581,500,0.00867,0,0.0,0.213,0.0
2229,Poland,2000,8.26,1.46,3770,3260,0.00473,0,0.0859,0.518,0.0
2230,Portugal,2000,6.43,0.361,4250,3990,0.0942,0,0.0,1.54,0.0
2231,Qatar,2000,58.4,0,15.4k,13.2k,0,0,37.4,2.86,67.8
2232,Romania,2000,4.31,0.332,2350,1990,0.0573,0.0211,0.495,0.451,0.284
2233,Russia,2000,10.1,0.722,6000,5200,0.0961,0.0766,3.15,0.842,2.23
2234,Saudi Arabia,2000,14.4,0,6710,5430,0,0,1.97,3.49,21.2
2235,Singapore,2000,12.1,0,7860,7580,0,0,0.0,8.99,0.0
2236,Slovak Republic,2000,7.64,0.792,5770,4960,0.0734,0.262,0.0,0.632,0.0
2237,Slovenia,2000,7.78,0.683,6850,5780,0.166,0.206,0.0,1.17,0.0
2238,Sweden,2000,6.16,0.289,16.4k,15.7k,0.763,0.556,0.0,1.8,0.0
2239,Thailand,2000,2.71,0.125,1520,1450,0.0082,0,0.285,0.552,0.113
2240,Turkmenistan,2000,8.3,0,2200,1670,0.0001,0,8.08,0.886,1.61
2241,Trinidad and Tobago,2000,18.8,0,4310,3800,0,0,9.38,1.37,5.19
2242,Turkey,2000,3.64,0.355,1980,1630,0.0417,0,0.0,0.489,0.0
2243,Ukraine,2000,5.85,0.789,3510,2780,0.0198,0.136,0.278,0.247,0.0
2244,USA,2000,21.3,1.92,14.4k,13.7k,0.0771,0.243,1.58,3.12,1.23
2245,Uzbekistan,2000,4.91,0.0286,1890,1780,0.0204,0,1.77,0.286,0.303
2246,Venezuela,2000,6.28,0.00546,3520,2640,0.222,0,1.1,0.988,6.63
2247,Vietnam,2000,0.655,0.0587,332,290,0.0159,0,0.0166,0.103,0.207
2248,South Africa,2000,8.42,1.66,4680,4400,0.00212,0.025,0.0,0.489,0.0
2249,UAE,2001,30.5,0.0056,13.1k,11.6k,0,0,9.99,5.87,35.9
2250,Argentina,2001,3.58,0.0142,2420,2110,0.0853,0.0163,0.833,0.524,1.18
2251,Australia,2001,18.6,2.62,11.7k,10.7k,0.0735,0,1.46,2.02,1.79
2252,Austria,2001,8.69,0.466,7690,7330,0.433,0,0.0,1.59,0.0
2253,Azerbaijan,2001,3.52,0.00037,2310,2110,0.0137,0,0.529,0.488,1.83
2254,Belgium,2001,12.2,0.704,7740,8270,0.00371,0.39,0.0,3.06,0.0
2255,Bangladesh,2001,0.239,0.00269,134,114,0.00065,0,0.067,0.0304,0.0
2256,Bulgaria,2001,6.17,0.905,5540,3860,0.0188,0.211,0.0,0.572,0.0
2257,Belarus,2001,5.67,0.0728,2550,3010,0.00026,0,0.0,0.783,0.0
2258,Brazil,2001,1.88,0.0722,1850,1740,0.13,0.00694,0.0382,0.496,0.396
2259,Canada,2001,18.3,1.03,19k,16.8k,0.925,0.213,5.0,2.96,4.31
2260,Switzerland,2001,6.28,0.0201,10.1k,7990,0.493,0.32,0.0,1.82,0.0
2261,Chile,2001,3.39,0.162,2830,2630,0.116,0,0.0,0.723,0.0
2262,China,2001,2.64,0.572,1140,1080,0.0187,0.00118,0.0202,0.176,0.127
2263,Colombia,2001,1.39,0.0661,1200,875,0.0676,0,0.127,0.253,0.79
2264,Cyprus,2001,7.3,0.0552,3700,3440,0,0,0.0,2.68,0.0
2265,Czech Republic,2001,12.4,2.03,7270,5890,0.0173,0.124,0.0,0.81,0.0
2266,Germany,2001,11.3,1.05,7200,6760,0.0237,0.179,0.188,1.61,0.0
2267,Denmark,2001,10.4,0.783,7040,6490,0.00045,0,1.4,1.85,3.17
2268,Algeria,2001,2.67,0.0178,847,715,0.00019,0,2.36,0.279,2.09
2269,Ecuador,2001,1.78,0,856,650,0.0484,0,0.0,0.524,1.7
2270,Egypt,2001,1.77,0.0109,1150,991,0.0189,0,0.297,0.372,0.536
2271,Spain,2001,7.57,0.464,5710,5420,0.0865,0.134,0.0,1.77,0.0
2272,Estonia,2001,11.3,2,6100,4680,0.00044,0,0.0,0.915,0.0
2273,Finland,2001,12.0,1.17,14.4k,15.7k,0.219,0.378,0.0,2.06,0.0
2274,France,2001,7.09,0.209,9250,7340,0.108,0.61,0.0,1.6,0.0
2275,UK,2001,9.75,0.658,6510,6140,0.0059,0.131,1.61,1.33,1.97
2276,Greece,2001,9.47,0.838,4820,4720,0.0163,0,0.0,1.85,0.0
2277,"Hong Kong, China",2001,5.68,1.03,4870,5550,0,0,0.0,1.76,0.0
2278,Croatia,2001,4.73,0.109,2910,2990,0.126,0,0.0,0.917,0.0
2279,Hungary,2001,5.91,0.361,3570,3430,0.00157,0.119,0.0,0.656,0.0
2280,Indonesia,2001,1.39,0.0779,474,406,0.00464,0,0.275,0.259,0.318
2281,India,2001,0.964,0.154,545,392,0.00592,0.00156,0.0203,0.0995,0.0318
2282,Ireland,2001,12.4,0.713,6500,5900,0.0133,0,0.0,2.33,0.0
2283,Iran,2001,5.95,0.0192,1920,1640,0.00656,0,0.81,1.03,2.86
2284,Iraq,2001,3.5,0,1310,1180,0.00216,0,0.0931,1.05,5.12
2285,Iceland,2001,10.1,0.363,28.4k,27k,1.99,0,0.0,2.64,0.0
2286,Israel,2001,10.4,1.19,7230,6400,0.00014,0,0.0,2.06,0.0
2287,Italy,2001,8.38,0.234,4910,5410,0.0704,0,0.221,1.63,0.0726
2288,Japan,2001,9.8,0.766,8480,8160,0.0575,0.218,0.0,1.95,0.0
2289,Kazakhstan,2001,8.57,1.5,3710,3510,0.0466,0,0.499,0.517,2.69
2290,South Korea,2001,9.41,0.958,6500,6310,0.00772,0.209,0.0,2.17,0.0
2291,Kuwait,2001,27.4,30µ,16.3k,15.3k,0,0,3.69,5.79,50.7
2292,Sri Lanka,2001,0.547,0,360,291,0.0141,0,0.0,0.176,0.0
2293,Lithuania,2001,3.6,0.0241,4240,2700,0.00806,0.281,0.0,0.789,0.0
2294,Luxembourg,2001,21.0,0.269,3680,15.6k,0.0231,0,0.0,5.49,0.0
2295,Latvia,2001,3.17,0.0521,1810,2210,0.103,0,0.0,0.623,0.0
2296,Morocco,2001,1.29,0.117,517,528,0.00257,0,0.0,0.238,0.0
2297,Mexico,2001,4.1,0.0717,2100,1850,0.0242,0.00741,0.284,0.859,1.75
2298,North Macedonia,2001,5.87,0.723,3110,2810,0.0267,0,0.0,0.389,0.0
2299,Malaysia,2001,5.7,0.125,3200,2780,0.0253,0,1.78,0.983,1.37
2300,Netherlands,2001,11.1,0.516,5870,6600,0.00063,0.0214,3.47,2.67,0.0
2301,Norway,2001,9.71,0.196,27k,25.6k,2.29,0,10.2,2.23,35.7
2302,New Zealand,2001,8.83,0.35,10.1k,9420,0.477,0,0.0,1.61,0.0
2303,Oman,2001,8.77,60µ,4240,3320,0,0,5.78,1.55,20.4
2304,Pakistan,2001,0.734,0.0144,484,336,0.011,0.00134,0.112,0.126,0.0
2305,Peru,2001,1.01,0.0213,776,686,0.0577,0,0.0114,0.264,0.188
2306,Philippines,2001,0.883,0.0514,591,519,0.00774,0,0.0,0.207,0.0
2307,Poland,2001,8.17,1.44,3780,3260,0.00522,0,0.0906,0.506,0.0
2308,Portugal,2001,6.36,0.307,4500,4120,0.116,0,0.0,1.54,0.0
2309,Qatar,2001,67.1,0,16.2k,13.6k,0,0,39.1,3.37,65.0
2310,Romania,2001,4.57,0.346,2450,2070,0.0581,0.0212,0.49,0.482,0.284
2311,Russia,2001,10.3,0.707,6110,5270,0.102,0.0806,3.15,0.871,2.41
2312,Saudi Arabia,2001,14.0,0.00037,6890,5710,0,0,2.07,3.58,20.2
2313,Singapore,2001,12.1,0,8110,7520,0,0,0.0,9.55,0.0
2314,Slovak Republic,2001,8.03,0.819,5930,5030,0.0784,0.272,0.0,0.584,0.0
2315,Slovenia,2001,8.25,0.724,7280,6010,0.164,0.227,0.0,1.22,0.0
2316,Sweden,2001,6.26,0.312,18.2k,16k,0.766,0.699,0.0,1.82,0.0
2317,Thailand,2001,2.87,0.138,1590,1500,0.00848,0,0.275,0.539,0.122
2318,Turkmenistan,2001,8.33,0,2330,1760,60µ,0,8.73,0.833,1.7
2319,Trinidad and Tobago,2001,20.7,0,4440,3900,0,0,9.95,1.27,4.97
2320,Turkey,2001,3.33,0.287,1910,1590,0.032,0,0.0,0.449,0.0
2321,Ukraine,2001,6.28,0.775,3570,2790,0.0214,0.135,0.287,0.278,0.0
2322,USA,2001,20.7,1.84,14k,13k,0.0567,0.239,1.61,3.08,1.21
2323,Uzbekistan,2001,4.9,0.0307,1910,1770,0.0205,0,1.76,0.271,0.286
2324,Venezuela,2001,6.98,0.00198,3660,2710,0.209,0,1.15,1.1,6.61
2325,Vietnam,2001,0.738,0.0635,379,330,0.0197,0,0.0205,0.111,0.212
2326,South Africa,2001,8.16,1.64,4610,4150,0.00376,0.0203,0.0,0.493,0.0
2327,UAE,2002,24.1,0.0271,13.5k,12k,0,0,10.5,5.76,31.3
2328,Argentina,2002,3.3,0.0105,2240,2000,0.0819,0.0133,0.801,0.479,1.15
2329,Australia,2002,18.7,2.65,11.5k,10.9k,0.0696,0,1.46,1.99,1.76
2330,Austria,2002,8.87,0.471,7680,7430,0.428,0,0.0,1.62,0.0
2331,Azerbaijan,2002,3.58,0.00024,2260,2000,0.021,0,0.486,0.443,1.85
2332,Belgium,2002,12.2,0.601,7920,8310,0.00302,0.397,0.0,3.07,0.0
2333,Bangladesh,2002,0.242,0.00276,141,121,0.00068,0,0.0693,0.0299,0.0
2334,Bulgaria,2002,5.87,0.84,5430,3850,0.0239,0.22,0.0,0.59,0.0
2335,Belarus,2002,5.72,0.0692,2710,3000,0.00025,0,0.0,0.821,0.0
2336,Brazil,2002,1.83,0.069,1930,1800,0.137,0.00664,0.0456,0.479,0.438
2337,Canada,2002,18.3,1.03,19.2k,17k,0.964,0.208,4.98,3.01,4.47
2338,Switzerland,2002,6.02,0.0184,9270,8030,0.417,0.323,0.0,1.72,0.0
2339,Chile,2002,3.48,0.162,2900,2730,0.121,0,0.0,0.749,0.0
2340,China,2002,2.9,0.623,1270,1190,0.0193,0.00168,0.0216,0.19,0.128
2341,Colombia,2002,1.36,0.0536,1230,882,0.0711,0,0.126,0.245,0.745
2342,Cyprus,2002,7.37,0.045,3870,3680,0,0,0.0,2.6,0.0
2343,Czech Republic,2002,12.1,1.99,7450,5890,0.021,0.158,0.0,0.787,0.0
2344,Germany,2002,11.1,1.05,7200,6900,0.0241,0.172,0.188,1.56,0.0
2345,Denmark,2002,10.3,0.782,7310,6530,0.00051,0,1.42,1.78,3.36
2346,Algeria,2002,2.81,0.0231,868,736,0.00016,0,2.4,0.306,2.23
2347,Ecuador,2002,1.88,0.0,904,692,0.0507,0,0.0,0.512,1.6
2348,Egypt,2002,1.76,0.0115,1210,1040,0.0158,0,0.316,0.353,0.521
2349,Spain,2002,7.95,0.515,5840,5580,0.0476,0.131,0.0,1.76,0.0
2350,Estonia,2002,11.0,1.97,6170,4770,0.00038,0,0.0,1.03,0.0
